Tiempo,Comando,Veh_mot,Posición X,Posición Y,Posición Z,Velocidad X,Velocidad Y,Velocidad Z,Aceleración X,Aceleración Y,Aceleración Z,Deriva X,Deriva Y,Deriva Z
4649.65552319383,MOT,v1_m1,-2958087.03634202,185053.194728194,-6222016.79112623,-6376.32764709598,2885.80361706332,3118.34149176474,3.76430734799446,0.8221323515787,7.66736388308594,0,0,0
4707.05867780116,MOT,v1_m1,-3317288.44159984,351742.786738401,-6030671.76955208,-6134.47861387144,2919.60019760226,3546.13561366402,4.21316624284713,0.58875824456201,7.45244969245381,0,0,0
4764.46183240849,MOT,v1_m1,-3661892.1169281,519979.231882541,-5815164.98588901,-5867.91151069788,2939.64522369349,3959.88709514645,4.64377097386065,0.34919729113061,7.20781783357911,0,0,0
4821.86498701583,MOT,v1_m1,-3990511.66080148,688964.442064561,-5576350.32619712,-5577.77470961923,2945.64608267541,4357.94058242641,5.0543703227348,0.104538836288219,6.93434864343024,0,0,0
4879.26814162316,MOT,v1_m1,-4301829.38183854,857885.397962524,-5315175.09082482,-5265.31298634362,2937.37502787094,4738.69776932595,5.44328487542218,-0.144087112651648,6.63303592814944,0,0,0
4936.67129623049,MOT,v1_m1,-4594601.71407521,1025917.8823092,-5032676.53270365,-4931.86302467813,2914.67118234726,5100.62386605478,5.80891353352379,-0.395515641587811,6.3049861842019,0,0,0
4994.07445083782,MOT,v1_m1,-4867664.33645102,1192230.44714292,-4729978.02648288,-4578.84840544186,2877.44242604336,5442.25399391514,6.14974249500903,-0.6485489614389,5.95141730793881,0,0,0
5051.47760544515,MOT,v1_m1,-5119937.0173167,1355988.35378738,-4408284.87377763,-4207.77424575939,2825.66682197482,5762.19947096001,6.46435134481395,-0.901964437716287,5.57365669593367,0,0,0
5108.88076005248,MOT,v1_m1,-5350428.12576152,1516357.64941638,-4068879.75194732,-3820.22135519517,2759.39380028331,6059.15394850171,6.75142147178657,-1.15451880902453,5.1731386467004,0,0,0
5166.28391465981,MOT,v1_m1,-5558238.79764746,1672509.28817737,-3713117.81623718,-3417.83996424527,2678.74497844348,6331.8993539236,7.00974351849489,-1.40495452543531,4.7514009863677,0,0,0
5223.68706926714,MOT,v1_m1,-5742566.72919101,1823623.2895578,-3342421.46776404,-3002.34302477779,2583.91461435561,6579.31159167463,7.23822483815919,-1.65200614385321,4.31008085606892,0,0,0
5281.09022387448,MOT,v1_m1,-5902709.56854471,1968892.92857839,-2958274.8026502,-2575.49909184629,2475.16968036325,6800.36595179218,7.43589678740397,-1.89440693174856,3.85090961689617,0,0,0
5338.49337848181,MOT,v1_m1,-6038067.91640643,2107528.83266414,-2562217.76054823,-2139.12485371243,2352.84949668092,6994.14217392818,7.60192085467938,-2.13089654251688,3.37570684854411,0,0,0
5395.89653308914,MOT,v1_m1,-6148147.82997845,2238763.21850053,-2155839.99378255,-1695.07723068483,2217.36503145864,7159.82911474256,7.73559617176319,-2.36022682288236,2.8863734397137,0,0,0
5453.29968769647,MOT,v1_m1,-6232562.92188957,2361853.9038404,-1740774.481289,-1245.24522913875,2069.19769632502,7296.72896772511,7.8363637786664,-2.58117060198445,2.38488379112639,0,0,0
5510.7028423038,MOT,v1_m1,-6291035.95503299,2476088.32400543,-1318690.91438726,-791.541484041261,1908.89775963874,7404.26098702063,7.90381205007057,-2.79252835114772,1.87327717494094,0,0,0
5568.10599691113,MOT,v1_m1,-6323399.95092154,2580787.42888839,-891288.884095181,-335.893586010005,1737.08232779657,7481.96467062531,7.93768044889058,-2.99313570861171,1.35364831665124,0,0,0
5625.50915151846,MOT,v1_m1,-6329598.79563486,2675309.45147044,-460290.902122441,119.764757009046,1554.43290934574,7529.50236331401,7.93786240731892,-3.1818707473527,0.828137286424037,0,0,0
5682.91230612579,MOT,v1_m1,-6309687.32719738,2759053.54352521,-27435.2897918774,573.502666117636,1361.69257190299,7546.66124572759,7.90440720919266,-3.35766106865034,0.298918805612029,0,0,0
